Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Nacionalitat,Valor
2021,01,09,57,Amèrica del Nord,0
2021,01,09,57,Europa Occidental,18
2021,01,09,57,Oceania,0
2021,01,09,57,Àfrica,793
2021,01,09,57,Àsia,1126
2021,01,09,58,Altres Europa,2280
2021,01,09,58,Amèrica Llatina,127
2021,01,09,58,Amèrica del Nord,0
2021,01,09,58,Europa Occidental,0
2021,01,09,58,Àfrica,109
2021,01,09,58,Àsia,94
2021,01,09,59,Altres Europa,11075
2021,01,09,59,Amèrica Llatina,1357
2021,01,09,59,Amèrica del Nord,0
2021,01,09,59,Europa Occidental,22
2021,01,09,59,Oceania,0
2021,01,09,59,Àfrica,308
2021,01,09,59,Àsia,841
2021,01,09,60,Altres Europa,53569
2021,01,09,60,Amèrica Llatina,2360
2021,01,09,60,Amèrica del Nord,0
2021,01,09,60,Europa Occidental,154
2021,01,09,60,No consta,0
2021,01,09,60,Oceania,0
2021,01,09,60,Àfrica,365
2021,01,09,60,Àsia,806
2021,01,09,61,Altres Europa,25841
2021,01,09,61,Amèrica Llatina,2174
2021,01,09,61,Amèrica del Nord,0
2021,01,09,61,Europa Occidental,87
2021,01,09,61,No consta,0
2021,01,09,61,Oceania,0
2021,01,09,61,Àfrica,124
2021,01,09,61,Àsia,852
2021,01,09,62,Altres Europa,12655
2021,01,09,62,Amèrica Llatina,1087
2021,01,09,62,Amèrica del Nord,0
2021,01,09,62,Europa Occidental,74
2021,01,09,62,Oceania,0
2021,01,09,62,Àfrica,99
2021,01,09,62,Àsia,437
2021,01,09,63,Altres Europa,19240
2021,01,09,63,Amèrica Llatina,1587
2021,01,09,63,Amèrica del Nord,0
2021,01,09,63,Europa Occidental,151
2021,01,09,63,No consta,0
2021,01,09,63,Àfrica,141
2021,01,09,63,Àsia,884
2021,01,10,64,Altres Europa,32764
2021,01,10,64,Amèrica Llatina,3130
2021,01,10,64,Amèrica del Nord,20
2021,01,10,64,Europa Occidental,693
2021,01,10,64,No consta,0
2021,01,10,64,Oceania,0
2021,01,10,64,Àfrica,343
2021,01,10,64,Àsia,1425
2021,01,10,65,Altres Europa,23491
2021,01,10,65,Amèrica Llatina,1492
2021,01,10,65,Amèrica del Nord,15
2021,01,10,65,Europa Occidental,319
2021,01,10,65,No consta,0
2021,01,10,65,Oceania,0
2021,01,10,65,Àfrica,326
2021,01,10,65,Àsia,731
2021,01,10,66,Altres Europa,13517
2021,01,10,66,Amèrica Llatina,866
2021,01,10,66,Amèrica del Nord,67
2021,01,10,66,Europa Occidental,445
2021,01,10,66,No consta,0
2021,01,10,66,Oceania,0
2021,01,10,66,Àfrica,240
2021,01,10,66,Àsia,579
2021,01,10,67,Altres Europa,8389
2021,01,10,67,Amèrica Llatina,293
2021,01,10,67,Amèrica del Nord,66
2021,01,10,67,Europa Occidental,391
2021,01,10,67,No consta,0
2021,01,10,67,Oceania,0
2021,01,10,67,Àfrica,12
2021,01,10,67,Àsia,135
2021,01,10,68,Altres Europa,30007
2021,01,10,68,Amèrica Llatina,1456
2021,01,10,68,Amèrica del Nord,107
2021,01,10,68,Europa Occidental,1223
2021,01,10,68,No consta,0
2021,01,10,68,Oceania,0
2021,01,10,68,Àfrica,154
2021,01,10,68,Àsia,997
2021,01,10,69,Altres Europa,12003
2021,01,10,69,Amèrica Llatina,470
2021,01,10,69,Amèrica del Nord,59
2021,01,10,69,Europa Occidental,412
2021,01,10,69,No consta,0
2021,01,10,69,Oceania,0
2021,01,10,69,Àfrica,120
2021,01,10,69,Àsia,336
2021,01,10,70,Altres Europa,18384
2021,01,10,70,Amèrica Llatina,2149
2021,01,10,70,Amèrica del Nord,6
2021,01,10,70,Europa Occidental,86
2021,01,10,70,No consta,0
2021,01,10,70,Oceania,0
2021,01,10,70,Àfrica,1293
2021,01,10,70,Àsia,3949
2021,01,10,71,Altres Europa,18660
2021,01,10,71,Amèrica Llatina,1020
2021,01,10,71,Amèrica del Nord,25
2021,01,10,71,Europa Occidental,288
2021,01,10,71,No consta,0
2021,01,10,71,Oceania,0
2021,01,10,71,Àfrica,317
2021,01,10,71,Àsia,608
2021,01,10,72,Altres Europa,23085
2021,01,10,72,Amèrica Llatina,1368
2021,01,10,72,Amèrica del Nord,0
2021,01,10,72,Europa Occidental,66
2021,01,10,72,No consta,0
2021,01,10,72,Oceania,0
2021,01,10,72,Àfrica,93
2021,01,10,72,Àsia,1169
2021,01,10,73,Altres Europa,25267
2021,01,10,73,Amèrica Llatina,1656
2021,01,10,73,Amèrica del Nord,0
2021,01,10,73,Europa Occidental,44
2021,01,10,73,No consta,0
2021,01,10,73,Oceania,0
2021,01,10,73,Àfrica,194
2021,01,10,73,Àsia,1185
2022,01,01,01,Altres Europa,26719
2022,01,01,01,Amèrica Llatina,3219
2022,01,01,01,Amèrica del Nord,244
2022,01,01,01,Europa Occidental,1720
2022,01,01,01,No consta,0
2022,01,01,01,Oceania,6
2022,01,01,01,Àfrica,1899
2022,01,01,01,Àsia,12386
2022,01,01,02,Altres Europa,11376
2022,01,01,02,Amèrica Llatina,2144
2022,01,01,02,Amèrica del Nord,271
2022,01,01,02,Europa Occidental,1323
2022,01,01,02,No consta,0
2022,01,01,02,Oceania,11
2022,01,01,02,Àfrica,1523
2022,01,01,02,Àsia,5963
2022,01,01,03,Altres Europa,10864
2022,01,01,03,Amèrica Llatina,1309
2022,01,01,03,Amèrica del Nord,111
2022,01,01,03,Europa Occidental,761
2022,01,01,03,No consta,0
2022,01,01,03,Oceania,0
2022,01,01,03,Àfrica,408
2022,01,01,03,Àsia,675
2022,01,01,04,Altres Europa,16031
2022,01,01,04,Amèrica Llatina,2035
2022,01,01,04,Amèrica del Nord,361
2022,01,01,04,Europa Occidental,1699
2022,01,01,04,No consta,0
2022,01,01,04,Oceania,13
2022,01,01,04,Àfrica,688
2022,01,01,04,Àsia,1396
2022,01,02,05,Altres Europa,26665
2022,01,02,05,Amèrica Llatina,2777
2022,01,02,05,Amèrica del Nord,47
2022,01,02,05,Europa Occidental,1032
2022,01,02,05,No consta,0
2022,01,02,05,Oceania,0
2022,01,02,05,Àfrica,380
2022,01,02,05,Àsia,2060
2022,01,02,06,Altres Europa,42644
2022,01,02,06,Amèrica Llatina,4480
2022,01,02,06,Amèrica del Nord,60
2022,01,02,06,Europa Occidental,1053
2022,01,02,06,No consta,5
2022,01,02,06,Oceania,0
2022,01,02,06,Àfrica,272
2022,01,02,06,Àsia,2132
2022,01,02,07,Altres Europa,36200
2022,01,02,07,Amèrica Llatina,2667
2022,01,02,07,Amèrica del Nord,583
2022,01,02,07,Europa Occidental,2387
2022,01,02,07,No consta,0
2022,01,02,07,Oceania,0
2022,01,02,07,Àfrica,290
2022,01,02,07,Àsia,1433
2022,01,02,08,Altres Europa,34824
2022,01,02,08,Amèrica Llatina,3304
2022,01,02,08,Amèrica del Nord,339
2022,01,02,08,Europa Occidental,1594
2022,01,02,08,No consta,0
2022,01,02,08,Oceania,0
2022,01,02,08,Àfrica,245
2022,01,02,08,Àsia,1538
2022,01,02,09,Altres Europa,48614
2022,01,02,09,Amèrica Llatina,4040
2022,01,02,09,Amèrica del Nord,91
2022,01,02,09,Europa Occidental,1161
2022,01,02,09,No consta,0
2022,01,02,09,Oceania,0
2022,01,02,09,Àfrica,247
2022,01,02,09,Àsia,2172
2022,01,02,10,Altres Europa,31283
2022,01,02,10,Amèrica Llatina,2362
2022,01,02,10,Amèrica del Nord,161
2022,01,02,10,Europa Occidental,1086
2022,01,02,10,No consta,0
2022,01,02,10,Oceania,0
2022,01,02,10,Àfrica,216
2022,01,02,10,Àsia,2630
2022,01,03,11,Altres Europa,29324
2022,01,03,11,Amèrica Llatina,3190
2022,01,03,11,Amèrica del Nord,149
2022,01,03,11,Europa Occidental,1350
2022,01,03,11,No consta,0
2022,01,03,11,Oceania,0
2022,01,03,11,Àfrica,876
2022,01,03,11,Àsia,3874
2022,01,03,12,Altres Europa,1342
2022,01,03,12,Amèrica Llatina,72
2022,01,03,12,Europa Occidental,0
2022,01,03,12,Àfrica,31
2022,01,03,12,Àsia,46
2022,01,03,13,Altres Europa,26081
2022,01,03,13,Amèrica Llatina,1854
2022,01,03,13,Amèrica del Nord,0
2022,01,03,13,Europa Occidental,91
2022,01,03,13,No consta,0
2022,01,03,13,Àfrica,408
2022,01,03,13,Àsia,1639
2022,01,03,14,Altres Europa,8533
2022,01,03,14,Amèrica Llatina,708
2022,01,03,14,Amèrica del Nord,5
2022,01,03,14,Europa Occidental,163
2022,01,03,14,No consta,0
2022,01,03,14,Oceania,0
2022,01,03,14,Àfrica,337
2022,01,03,14,Àsia,480
2022,01,03,15,Altres Europa,12799
2022,01,03,15,Amèrica Llatina,1268
2022,01,03,15,Amèrica del Nord,7
2022,01,03,15,Europa Occidental,350
2022,01,03,15,No consta,0
2022,01,03,15,Oceania,0
2022,01,03,15,Àfrica,269
2022,01,03,15,Àsia,989
2022,01,03,16,Altres Europa,16890
2022,01,03,16,Amèrica Llatina,1046
2022,01,03,16,Amèrica del Nord,6
2022,01,03,16,Europa Occidental,180
2022,01,03,16,No consta,0
2022,01,03,16,Oceania,0
2022,01,03,16,Àfrica,132
2022,01,03,16,Àsia,604
2022,01,03,17,Altres Europa,20138
2022,01,03,17,Amèrica Llatina,2241
2022,01,03,17,Amèrica del Nord,0
2022,01,03,17,Europa Occidental,223
2022,01,03,17,No consta,0
2022,01,03,17,Oceania,0
2022,01,03,17,Àfrica,192
2022,01,03,17,Àsia,1056
2022,01,03,18,Altres Europa,35052
2022,01,03,18,Amèrica Llatina,3736
2022,01,03,18,Amèrica del Nord,39
2022,01,03,18,Europa Occidental,632
2022,01,03,18,No consta,0
2022,01,03,18,Oceania,0
2022,01,03,18,Àfrica,746
2022,01,03,18,Àsia,2158
2022,01,04,19,Altres Europa,40987
2022,01,04,19,Amèrica Llatina,2015
2022,01,04,19,Amèrica del Nord,48
2022,01,04,19,Europa Occidental,573
2022,01,04,19,No consta,0
2022,01,04,19,Oceania,0
2022,01,04,19,Àfrica,107
2022,01,04,19,Àsia,1043
2022,01,04,20,Altres Europa,20983
2022,01,04,20,Amèrica Llatina,1384
2022,01,04,20,Amèrica del Nord,13
2022,01,04,20,Europa Occidental,260
2022,01,04,20,No consta,0
2022,01,04,20,Oceania,0
2022,01,04,20,Àfrica,120
2022,01,04,20,Àsia,514
2022,01,04,21,Altres Europa,10333
2022,01,04,21,Amèrica Llatina,407
2022,01,04,21,Amèrica del Nord,50
2022,01,04,21,Europa Occidental,494
2022,01,04,21,Oceania,0
2022,01,04,21,Àfrica,55
2022,01,04,21,Àsia,248
2022,01,05,22,Altres Europa,4374
2022,01,05,22,Amèrica Llatina,97
2022,01,05,22,Amèrica del Nord,13
2022,01,05,22,Europa Occidental,240
2022,01,05,22,Oceania,0
2022,01,05,22,Àfrica,0
2022,01,05,22,Àsia,22
2022,01,05,23,Altres Europa,22156
2022,01,05,23,Amèrica Llatina,597
2022,01,05,23,Amèrica del Nord,134
2022,01,05,23,Europa Occidental,958
2022,01,05,23,No consta,0
2022,01,05,23,Oceania,0
2022,01,05,23,Àfrica,135
2022,01,05,23,Àsia,310
2022,01,05,24,Altres Europa,14822
2022,01,05,24,Amèrica Llatina,362
2022,01,05,24,Amèrica del Nord,47
2022,01,05,24,Europa Occidental,365
2022,01,05,24,No consta,0
2022,01,05,24,Oceania,0
2022,01,05,24,Àfrica,62
2022,01,05,24,Àsia,203
2022,01,05,25,Altres Europa,23232
2022,01,05,25,Amèrica Llatina,888
2022,01,05,25,Amèrica del Nord,79
2022,01,05,25,Europa Occidental,548
2022,01,05,25,Oceania,0
2022,01,05,25,Àfrica,72
2022,01,05,25,Àsia,436
2022,01,05,26,Altres Europa,42406
2022,01,05,26,Amèrica Llatina,1658
2022,01,05,26,Amèrica del Nord,332
2022,01,05,26,Europa Occidental,1351
2022,01,05,26,No consta,0
2022,01,05,26,Oceania,0
2022,01,05,26,Àfrica,99
2022,01,05,26,Àsia,592
2022,01,05,27,Altres Europa,26664
2022,01,05,27,Amèrica Llatina,1308
2022,01,05,27,Amèrica del Nord,84
2022,01,05,27,Europa Occidental,748
2022,01,05,27,No consta,0
2022,01,05,27,Oceania,5
2022,01,05,27,Àfrica,94
2022,01,05,27,Àsia,438
2022,01,06,28,Altres Europa,14305
2022,01,06,28,Amèrica Llatina,799
2022,01,06,28,Amèrica del Nord,48
2022,01,06,28,Europa Occidental,342
2022,01,06,28,No consta,0
2022,01,06,28,Oceania,0
2022,01,06,28,Àfrica,38
2022,01,06,28,Àsia,295
2022,01,06,29,Altres Europa,6635
2022,01,06,29,Amèrica Llatina,565
2022,01,06,29,Amèrica del Nord,12
2022,01,06,29,Europa Occidental,140
2022,01,06,29,Oceania,0
2022,01,06,29,Àfrica,55
2022,01,06,29,Àsia,102
2022,01,06,30,Altres Europa,11867
2022,01,06,30,Amèrica Llatina,616
2022,01,06,30,Amèrica del Nord,11
2022,01,06,30,Europa Occidental,274
2022,01,06,30,No consta,0
2022,01,06,30,Oceania,0
2022,01,06,30,Àfrica,100
2022,01,06,30,Àsia,237
2022,01,06,31,Altres Europa,42108
2022,01,06,31,Amèrica Llatina,2904
2022,01,06,31,Amèrica del Nord,451
2022,01,06,31,Europa Occidental,2218
2022,01,06,31,No consta,0
2022,01,06,31,Oceania,0
2022,01,06,31,Àfrica,217
2022,01,06,31,Àsia,1131
2022,01,06,32,Altres Europa,30539
2022,01,06,32,Amèrica Llatina,1951
2022,01,06,32,Amèrica del Nord,69
2022,01,06,32,Europa Occidental,760
2022,01,06,32,No consta,0
2022,01,06,32,Oceania,0
2022,01,06,32,Àfrica,136
2022,01,06,32,Àsia,957
2022,01,07,33,Altres Europa,22380
2022,01,07,33,Amèrica Llatina,1771
2022,01,07,33,Amèrica del Nord,16
2022,01,07,33,Europa Occidental,309
2022,01,07,33,No consta,0
2022,01,07,33,Oceania,0
2022,01,07,33,Àfrica,80
2022,01,07,33,Àsia,565
2022,01,07,34,Altres Europa,8111
2022,01,07,34,Amèrica Llatina,565
2022,01,07,34,Amèrica del Nord,6
2022,01,07,34,Europa Occidental,172
2022,01,07,34,No consta,0
2022,01,07,34,Oceania,0
2022,01,07,34,Àfrica,78
2022,01,07,34,Àsia,182
2022,01,07,35,Altres Europa,32269
2022,01,07,35,Amèrica Llatina,2868
2022,01,07,35,Amèrica del Nord,10
2022,01,07,35,Europa Occidental,489
2022,01,07,35,No consta,0
2022,01,07,35,Oceania,0
2022,01,07,35,Àfrica,170
2022,01,07,35,Àsia,596
2022,01,07,36,Altres Europa,8899
2022,01,07,36,Amèrica Llatina,252
2022,01,07,36,Amèrica del Nord,0
2022,01,07,36,Europa Occidental,88
2022,01,07,36,Àfrica,16
2022,01,07,36,Àsia,74
2022,01,07,37,Altres Europa,27162
2022,01,07,37,Amèrica Llatina,3113
2022,01,07,37,Amèrica del Nord,6
2022,01,07,37,Europa Occidental,173
2022,01,07,37,No consta,0
2022,01,07,37,Oceania,0
2022,01,07,37,Àfrica,341
2022,01,07,37,Àsia,804
2022,01,07,38,Altres Europa,10218
2022,01,07,38,Amèrica Llatina,1024
2022,01,07,38,Amèrica del Nord,0
2022,01,07,38,Europa Occidental,89
2022,01,07,38,No consta,0
2022,01,07,38,Oceania,0
2022,01,07,38,Àfrica,103
2022,01,07,38,Àsia,261
2022,01,07,39,Altres Europa,6115
2022,01,07,39,Amèrica Llatina,764
2022,01,07,39,Amèrica del Nord,17
2022,01,07,39,Europa Occidental,43
2022,01,07,39,No consta,0
2022,01,07,39,Àfrica,73
2022,01,07,39,Àsia,112
2022,01,07,40,Altres Europa,4409
2022,01,07,40,Amèrica Llatina,349
2022,01,07,40,Amèrica del Nord,0
2022,01,07,40,Europa Occidental,22
2022,01,07,40,Oceania,0
2022,01,07,40,Àfrica,23
2022,01,07,40,Àsia,108
2022,01,07,41,Altres Europa,5424
2022,01,07,41,Amèrica Llatina,276
2022,01,07,41,Amèrica del Nord,5
2022,01,07,41,Europa Occidental,10
2022,01,07,41,Oceania,0
2022,01,07,41,Àfrica,5
2022,01,07,41,Àsia,39
2022,01,07,42,Altres Europa,588
2022,01,07,42,Amèrica Llatina,14
2022,01,07,42,Amèrica del Nord,0
2022,01,07,42,Europa Occidental,0
2022,01,07,42,Àfrica,12
2022,01,07,42,Àsia,29
2022,01,07,43,Altres Europa,24078
2022,01,07,43,Amèrica Llatina,2123
2022,01,07,43,Amèrica del Nord,0
2022,01,07,43,Europa Occidental,88
2022,01,07,43,No consta,0
2022,01,07,43,Àfrica,347
2022,01,07,43,Àsia,741
2022,01,08,44,Altres Europa,22273
2022,01,08,44,Amèrica Llatina,2000
2022,01,08,44,Amèrica del Nord,0
2022,01,08,44,Europa Occidental,94
2022,01,08,44,No consta,0
2022,01,08,44,Oceania,0
2022,01,08,44,Àfrica,100
2022,01,08,44,Àsia,751
2022,01,08,45,Altres Europa,21539
2022,01,08,45,Amèrica Llatina,3462
2022,01,08,45,Amèrica del Nord,6
2022,01,08,45,Europa Occidental,38
2022,01,08,45,No consta,0
2022,01,08,45,Oceania,0
2022,01,08,45,Àfrica,523
2022,01,08,45,Àsia,1445
2022,01,08,46,Altres Europa,12527
2022,01,08,46,Amèrica Llatina,2112
2022,01,08,46,Amèrica del Nord,0
2022,01,08,46,Europa Occidental,18
2022,01,08,46,No consta,0
2022,01,08,46,Àfrica,264
2022,01,08,46,Àsia,952
2022,01,08,47,Altres Europa,1987
2022,01,08,47,Amèrica Llatina,101
2022,01,08,47,Amèrica del Nord,0
2022,01,08,47,Europa Occidental,0
2022,01,08,47,Àfrica,38
2022,01,08,47,Àsia,5
2022,01,08,48,Altres Europa,13746
2022,01,08,48,Amèrica Llatina,812
2022,01,08,48,Amèrica del Nord,0
2022,01,08,48,Europa Occidental,22
2022,01,08,48,No consta,0
2022,01,08,48,Oceania,0
2022,01,08,48,Àfrica,44
2022,01,08,48,Àsia,177
2022,01,08,49,Altres Europa,6394
2022,01,08,49,Amèrica Llatina,211
2022,01,08,49,Amèrica del Nord,0
2022,01,08,49,Europa Occidental,0
2022,01,08,49,Àfrica,24
2022,01,08,49,Àsia,43
2022,01,08,50,Altres Europa,12838
2022,01,08,50,Amèrica Llatina,2058
2022,01,08,50,Amèrica del Nord,0
2022,01,08,50,Europa Occidental,40
2022,01,08,50,Oceania,0
2022,01,08,50,Àfrica,365
2022,01,08,50,Àsia,693
2022,01,08,51,Altres Europa,10044
2022,01,08,51,Amèrica Llatina,1620
2022,01,08,51,Amèrica del Nord,0
2022,01,08,51,Europa Occidental,23
2022,01,08,51,Àfrica,164
2022,01,08,51,Àsia,558
2022,01,08,52,Altres Europa,22353
2022,01,08,52,Amèrica Llatina,2323
2022,01,08,52,Amèrica del Nord,0
2022,01,08,52,Europa Occidental,22
2022,01,08,52,No consta,0
2022,01,08,52,Àfrica,203
2022,01,08,52,Àsia,1010
2022,01,08,53,Altres Europa,5942
2022,01,08,53,Amèrica Llatina,706
2022,01,08,53,Amèrica del Nord,0
2022,01,08,53,Europa Occidental,0
2022,01,08,53,Àfrica,200
2022,01,08,53,Àsia,512
2022,01,08,54,Altres Europa,2419
2022,01,08,54,Amèrica Llatina,219
2022,01,08,54,Amèrica del Nord,0
2022,01,08,54,Europa Occidental,0
2022,01,08,54,Àfrica,177
2022,01,08,54,Àsia,56
2022,01,08,55,Altres Europa,7719
2022,01,08,55,Amèrica Llatina,1507
2022,01,08,55,Amèrica del Nord,0
2022,01,08,55,Europa Occidental,0
2022,01,08,55,Àfrica,840
2022,01,08,55,Àsia,646
2022,01,08,56,Altres Europa,1239
2022,01,08,56,Amèrica Llatina,81
2022,01,08,56,Amèrica del Nord,0
2022,01,08,56,Europa Occidental,0
2022,01,08,56,No consta,0
2022,01,08,56,Àfrica,24
2022,01,08,56,Àsia,42
2022,01,09,57,Altres Europa,7579
2022,01,09,57,Amèrica Llatina,906
2022,01,09,57,Amèrica del Nord,0
2022,01,09,57,Europa Occidental,28
2022,01,09,57,Àfrica,714
2022,01,09,57,Àsia,1047
2022,01,09,58,Altres Europa,2268
2022,01,09,58,Amèrica Llatina,113
2022,01,09,58,Europa Occidental,0
2022,01,09,58,Àfrica,86
2022,01,09,58,Àsia,82
2022,01,09,59,Altres Europa,10993
2022,01,09,59,Amèrica Llatina,1312
2022,01,09,59,Amèrica del Nord,0
2022,01,09,59,Europa Occidental,12
2022,01,09,59,Oceania,0
2022,01,09,59,Àfrica,310
2022,01,09,59,Àsia,780
2022,01,09,60,Altres Europa,53113
2022,01,09,60,Amèrica Llatina,2230
2022,01,09,60,Amèrica del Nord,0
2022,01,09,60,Europa Occidental,179
2022,01,09,60,No consta,0
2022,01,09,60,Oceania,0
2022,01,09,60,Àfrica,372
2022,01,09,60,Àsia,777
2022,01,09,61,Altres Europa,25687
2022,01,09,61,Amèrica Llatina,2228
2022,01,09,61,Amèrica del Nord,0
2022,01,09,61,Europa Occidental,115
2022,01,09,61,No consta,0
2022,01,09,61,Àfrica,99
2022,01,09,61,Àsia,841
2022,01,09,62,Altres Europa,12634
2022,01,09,62,Amèrica Llatina,923
2022,01,09,62,Amèrica del Nord,0
2022,01,09,62,Europa Occidental,82
2022,01,09,62,No consta,0
2022,01,09,62,Oceania,0
2022,01,09,62,Àfrica,74
2022,01,09,62,Àsia,398
2022,01,09,63,Altres Europa,19130
2022,01,09,63,Amèrica Llatina,1418
2022,01,09,63,Amèrica del Nord,0
2022,01,09,63,Europa Occidental,158
2022,01,09,63,No consta,0
2022,01,09,63,Àfrica,112
2022,01,09,63,Àsia,786
2022,01,10,64,Altres Europa,32484
2022,01,10,64,Amèrica Llatina,2858
2022,01,10,64,Amèrica del Nord,9
2022,01,10,64,Europa Occidental,700
2022,01,10,64,No consta,0
2022,01,10,64,Oceania,0
2022,01,10,64,Àfrica,318
2022,01,10,64,Àsia,1301
2022,01,10,65,Altres Europa,23192
2022,01,10,65,Amèrica Llatina,1562
2022,01,10,65,Amèrica del Nord,6
2022,01,10,65,Europa Occidental,329
2022,01,10,65,No consta,0
2022,01,10,65,Oceania,0
2022,01,10,65,Àfrica,273
2022,01,10,65,Àsia,599
2022,01,10,66,Altres Europa,13541
2022,01,10,66,Amèrica Llatina,854
2022,01,10,66,Amèrica del Nord,46
2022,01,10,66,Europa Occidental,499
2022,01,10,66,No consta,0
2022,01,10,66,Oceania,0
2022,01,10,66,Àfrica,228
2022,01,10,66,Àsia,579
2022,01,10,67,Altres Europa,8362
2022,01,10,67,Amèrica Llatina,276
2022,01,10,67,Amèrica del Nord,75
2022,01,10,67,Europa Occidental,414
2022,01,10,67,No consta,0
2022,01,10,67,Oceania,0
2022,01,10,67,Àfrica,5
2022,01,10,67,Àsia,130
2022,01,10,68,Altres Europa,29717
2022,01,10,68,Amèrica Llatina,1489
2022,01,10,68,Amèrica del Nord,112
2022,01,10,68,Europa Occidental,1277
2022,01,10,68,No consta,0
2022,01,10,68,Oceania,0
2022,01,10,68,Àfrica,161
2022,01,10,68,Àsia,835
2022,01,10,69,Altres Europa,11926
2022,01,10,69,Amèrica Llatina,457
2022,01,10,69,Amèrica del Nord,38
2022,01,10,69,Europa Occidental,414
2022,01,10,69,No consta,0
2022,01,10,69,Oceania,0
2022,01,10,69,Àfrica,115
2022,01,10,69,Àsia,304
2022,01,10,70,Altres Europa,18613
2022,01,10,70,Amèrica Llatina,2063
2022,01,10,70,Amèrica del Nord,0
2022,01,10,70,Europa Occidental,99
2022,01,10,70,No consta,0
2022,01,10,70,Oceania,0
2022,01,10,70,Àfrica,1299
2022,01,10,70,Àsia,4028
2022,01,10,71,Altres Europa,18675
2022,01,10,71,Amèrica Llatina,1033
2022,01,10,71,Amèrica del Nord,11
2022,01,10,71,Europa Occidental,294
2022,01,10,71,No consta,0
2022,01,10,71,Oceania,0
2022,01,10,71,Àfrica,284
2022,01,10,71,Àsia,545
2022,01,10,72,Altres Europa,22768
2022,01,10,72,Amèrica Llatina,1381
2022,01,10,72,Amèrica del Nord,0
2022,01,10,72,Europa Occidental,104
2022,01,10,72,No consta,0
2022,01,10,72,Oceania,0
2022,01,10,72,Àfrica,98
2022,01,10,72,Àsia,1106
2022,01,10,73,Altres Europa,25301
2022,01,10,73,Amèrica Llatina,1527
2022,01,10,73,Amèrica del Nord,0
2022,01,10,73,Europa Occidental,46
2022,01,10,73,No consta,0
2022,01,10,73,Oceania,0
2022,01,10,73,Àfrica,206
2022,01,10,73,Àsia,1213
2023,01,01,01,Altres Europa,26463
2023,01,01,01,Amèrica Llatina,3615
2023,01,01,01,Amèrica del Nord,262
2023,01,01,01,Europa Occidental,1626
2023,01,01,01,No consta,0
2023,01,01,01,Oceania,0
2023,01,01,01,Àfrica,1862
2023,01,01,01,Àsia,11498
2023,01,01,02,Altres Europa,11419
2023,01,01,02,Amèrica Llatina,2767
2023,01,01,02,Amèrica del Nord,306
2023,01,01,02,Europa Occidental,1235
2023,01,01,02,No consta,0
2023,01,01,02,Oceania,7
2023,01,01,02,Àfrica,1982
2023,01,01,02,Àsia,6593
2023,01,01,03,Altres Europa,10711
2023,01,01,03,Amèrica Llatina,1433
2023,01,01,03,Amèrica del Nord,105
2023,01,01,03,Europa Occidental,781
2023,01,01,03,No consta,0
2023,01,01,03,Oceania,0
2023,01,01,03,Àfrica,401
2023,01,01,03,Àsia,615
2023,01,01,04,Altres Europa,15599
2023,01,01,04,Amèrica Llatina,2186
2023,01,01,04,Amèrica del Nord,390
2023,01,01,04,Europa Occidental,1631
2023,01,01,04,No consta,0
2023,01,01,04,Oceania,18
2023,01,01,04,Àfrica,610
2023,01,01,04,Àsia,1402
2023,01,02,05,Altres Europa,26523
2023,01,02,05,Amèrica Llatina,3721
2023,01,02,05,Amèrica del Nord,87
2023,01,02,05,Europa Occidental,1029
2023,01,02,05,No consta,0
2023,01,02,05,Oceania,0
2023,01,02,05,Àfrica,402
2023,01,02,05,Àsia,2182
2023,01,02,06,Altres Europa,42375
2023,01,02,06,Amèrica Llatina,5128
2023,01,02,06,Amèrica del Nord,89
2023,01,02,06,Europa Occidental,1110
2023,01,02,06,No consta,0
2023,01,02,06,Oceania,0
2023,01,02,06,Àfrica,290
2023,01,02,06,Àsia,1963
2023,01,02,07,Altres Europa,35843
2023,01,02,07,Amèrica Llatina,2947
2023,01,02,07,Amèrica del Nord,724
2023,01,02,07,Europa Occidental,2309
2023,01,02,07,No consta,0
2023,01,02,07,Oceania,0
2023,01,02,07,Àfrica,295
2023,01,02,07,Àsia,1411
2023,01,02,08,Altres Europa,34501
2023,01,02,08,Amèrica Llatina,3919
2023,01,02,08,Amèrica del Nord,397
2023,01,02,08,Europa Occidental,1588
2023,01,02,08,No consta,0
2023,01,02,08,Oceania,0
2023,01,02,08,Àfrica,287
2023,01,02,08,Àsia,1526
2023,01,02,09,Altres Europa,48379
2023,01,02,09,Amèrica Llatina,4709
2023,01,02,09,Amèrica del Nord,106
2023,01,02,09,Europa Occidental,1136
2023,01,02,09,No consta,0
2023,01,02,09,Oceania,0
2023,01,02,09,Àfrica,302
2023,01,02,09,Àsia,2034
2023,01,02,10,Altres Europa,31065
2023,01,02,10,Amèrica Llatina,2722
2023,01,02,10,Amèrica del Nord,188
2023,01,02,10,Europa Occidental,1050
2023,01,02,10,No consta,0
2023,01,02,10,Oceania,0
2023,01,02,10,Àfrica,289
2023,01,02,10,Àsia,2544
2023,01,03,11,Altres Europa,28962
2023,01,03,11,Amèrica Llatina,3368
2023,01,03,11,Amèrica del Nord,182
2023,01,03,11,Europa Occidental,1382
2023,01,03,11,No consta,0
2023,01,03,11,Oceania,0
2023,01,03,11,Àfrica,836
2023,01,03,11,Àsia,3654
2023,01,03,12,Altres Europa,1475
