Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Edat,Valor
1998,01,04,19,>70 anys,5015
1998,01,04,20,0-9 anys,1840
1998,01,04,20,10-19 anys,2956
1998,01,04,20,20-29 anys,3964
1998,01,04,20,30-39 anys,3177
1998,01,04,20,40-49 anys,3737
1998,01,04,20,50-59 anys,3394
1998,01,04,20,60-69 anys,2737
1998,01,04,20,>70 anys,2381
1998,01,04,21,0-9 anys,871
1998,01,04,21,10-19 anys,1291
1998,01,04,21,20-29 anys,2015
1998,01,04,21,30-39 anys,1291
1998,01,04,21,40-49 anys,1467
1998,01,04,21,50-59 anys,1511
1998,01,04,21,60-69 anys,1397
1998,01,04,21,>70 anys,1163
1998,01,05,22,0-9 anys,381
1998,01,05,22,10-19 anys,347
1998,01,05,22,20-29 anys,447
1998,01,05,22,30-39 anys,560
1998,01,05,22,40-49 anys,473
1998,01,05,22,50-59 anys,338
1998,01,05,22,60-69 anys,275
1998,01,05,22,>70 anys,241
1998,01,05,23,0-9 anys,1943
1998,01,05,23,10-19 anys,2061
1998,01,05,23,20-29 anys,3159
1998,01,05,23,30-39 anys,2934
1998,01,05,23,40-49 anys,2714
1998,01,05,23,50-59 anys,2450
1998,01,05,23,60-69 anys,2451
1998,01,05,23,>70 anys,2961
1998,01,05,24,0-9 anys,1245
1998,01,05,24,10-19 anys,1406
1998,01,05,24,20-29 anys,2404
1998,01,05,24,30-39 anys,1717
1998,01,05,24,40-49 anys,1721
1998,01,05,24,50-59 anys,1767
1998,01,05,24,60-69 anys,1589
1998,01,05,24,>70 anys,1271
1998,01,05,25,0-9 anys,1864
1998,01,05,25,10-19 anys,2073
1998,01,05,25,20-29 anys,3409
1998,01,05,25,30-39 anys,2970
1998,01,05,25,40-49 anys,2654
1998,01,05,25,50-59 anys,2690
1998,01,05,25,60-69 anys,2709
1998,01,05,25,>70 anys,3304
1998,01,05,26,0-9 anys,3514
1998,01,05,26,10-19 anys,3882
1998,01,05,26,20-29 anys,6822
1998,01,05,26,30-39 anys,5982
1998,01,05,26,40-49 anys,5223
1998,01,05,26,50-59 anys,5388
1998,01,05,26,60-69 anys,5635
1998,01,05,26,>70 anys,6907
1998,01,05,27,0-9 anys,2358
1998,01,05,27,10-19 anys,2609
1998,01,05,27,20-29 anys,4095
1998,01,05,27,30-39 anys,3985
1998,01,05,27,40-49 anys,3770
1998,01,05,27,50-59 anys,3268
1998,01,05,27,60-69 anys,2876
1998,01,05,27,>70 anys,3566
1998,01,06,28,0-9 anys,996
1998,01,06,28,10-19 anys,1353
1998,01,06,28,20-29 anys,2271
1998,01,06,28,30-39 anys,1929
1998,01,06,28,40-49 anys,1922
1998,01,06,28,50-59 anys,1869
1998,01,06,28,60-69 anys,1846
1998,01,06,28,>70 anys,1899
1998,01,06,29,0-9 anys,511
1998,01,06,29,10-19 anys,671
1998,01,06,29,20-29 anys,1090
1998,01,06,29,30-39 anys,991
1998,01,06,29,40-49 anys,896
1998,01,06,29,50-59 anys,912
1998,01,06,29,60-69 anys,824
1998,01,06,29,>70 anys,669
1998,01,06,30,0-9 anys,834
1998,01,06,30,10-19 anys,1436
1998,01,06,30,20-29 anys,2114
1998,01,06,30,30-39 anys,1647
1998,01,06,30,40-49 anys,1917
1998,01,06,30,50-59 anys,1750
1998,01,06,30,60-69 anys,1473
1998,01,06,30,>70 anys,1462
1998,01,06,31,0-9 anys,3039
1998,01,06,31,10-19 anys,3658
1998,01,06,31,20-29 anys,6036
1998,01,06,31,30-39 anys,7105
1998,01,06,31,40-49 anys,5930
1998,01,06,31,50-59 anys,5019
1998,01,06,31,60-69 anys,6189
1998,01,06,31,>70 anys,9495
1998,01,06,32,0-9 anys,2525
1998,01,06,32,10-19 anys,3207
1998,01,06,32,20-29 anys,4820
1998,01,06,32,30-39 anys,4887
1998,01,06,32,40-49 anys,4868
1998,01,06,32,50-59 anys,4201
1998,01,06,32,60-69 anys,3947
1998,01,06,32,>70 anys,5037
1998,01,07,33,0-9 anys,1768
1998,01,07,33,10-19 anys,2297
1998,01,07,33,20-29 anys,3620
1998,01,07,33,30-39 anys,3714
1998,01,07,33,40-49 anys,3352
1998,01,07,33,50-59 anys,3070
1998,01,07,33,60-69 anys,3336
1998,01,07,33,>70 anys,3429
1998,01,07,34,0-9 anys,653
1998,01,07,34,10-19 anys,947
1998,01,07,34,20-29 anys,1388
1998,01,07,34,30-39 anys,1373
1998,01,07,34,40-49 anys,1142
1998,01,07,34,50-59 anys,1120
1998,01,07,34,60-69 anys,1161
1998,01,07,34,>70 anys,1134
1998,01,07,35,0-9 anys,2385
1998,01,07,35,10-19 anys,3207
1998,01,07,35,20-29 anys,5251
1998,01,07,35,30-39 anys,4968
1998,01,07,35,40-49 anys,4496
1998,01,07,35,50-59 anys,4357
1998,01,07,35,60-69 anys,4672
1998,01,07,35,>70 anys,4719
1998,01,07,36,0-9 anys,728
1998,01,07,36,10-19 anys,1157
1998,01,07,36,20-29 anys,1739
1998,01,07,36,30-39 anys,1303
1998,01,07,36,40-49 anys,1450
1998,01,07,36,50-59 anys,1409
1998,01,07,36,60-69 anys,1014
1998,01,07,36,>70 anys,888
1998,01,07,37,0-9 anys,2491
1998,01,07,37,10-19 anys,3781
1998,01,07,37,20-29 anys,6474
1998,01,07,37,30-39 anys,4714
1998,01,07,37,40-49 anys,4113
1998,01,07,37,50-59 anys,4772
1998,01,07,37,60-69 anys,4136
1998,01,07,37,>70 anys,2823
1998,01,07,38,0-9 anys,799
1998,01,07,38,10-19 anys,1223
1998,01,07,38,20-29 anys,2093
1998,01,07,38,30-39 anys,1589
1998,01,07,38,40-49 anys,1439
1998,01,07,38,50-59 anys,1566
1998,01,07,38,60-69 anys,1431
1998,01,07,38,>70 anys,1042
1998,01,07,39,0-9 anys,482
1998,01,07,39,10-19 anys,678
1998,01,07,39,20-29 anys,1220
1998,01,07,39,30-39 anys,990
1998,01,07,39,40-49 anys,756
1998,01,07,39,50-59 anys,928
1998,01,07,39,60-69 anys,1295
1998,01,07,39,>70 anys,698
1998,01,07,40,0-9 anys,225
1998,01,07,40,10-19 anys,197
1998,01,07,40,20-29 anys,662
1998,01,07,40,30-39 anys,818
1998,01,07,40,40-49 anys,316
1998,01,07,40,50-59 anys,562
1998,01,07,40,60-69 anys,1165
1998,01,07,40,>70 anys,1175
1998,01,07,41,0-9 anys,493
1998,01,07,41,10-19 anys,570
1998,01,07,41,20-29 anys,956
1998,01,07,41,30-39 anys,983
1998,01,07,41,40-49 anys,746
1998,01,07,41,50-59 anys,776
1998,01,07,41,60-69 anys,541
1998,01,07,41,>70 anys,306
1998,01,07,42,0-9 anys,20
1998,01,07,42,10-19 anys,5
1998,01,07,42,20-29 anys,59
1998,01,07,42,30-39 anys,70
1998,01,07,42,40-49 anys,18
1998,01,07,42,50-59 anys,30
1998,01,07,42,60-69 anys,69
1998,01,07,42,>70 anys,46
1998,01,07,43,0-9 anys,1712
1998,01,07,43,10-19 anys,2602
1998,01,07,43,20-29 anys,4478
1998,01,07,43,30-39 anys,3634
1998,01,07,43,40-49 anys,3204
1998,01,07,43,50-59 anys,3528
1998,01,07,43,60-69 anys,3617
1998,01,07,43,>70 anys,3207
1998,01,08,44,0-9 anys,1670
1998,01,08,44,10-19 anys,2479
1998,01,08,44,20-29 anys,3726
1998,01,08,44,30-39 anys,3640
1998,01,08,44,40-49 anys,3239
1998,01,08,44,50-59 anys,3111
1998,01,08,44,60-69 anys,3393
1998,01,08,44,>70 anys,3175
1998,01,08,45,0-9 anys,1517
1998,01,08,45,10-19 anys,2188
1998,01,08,45,20-29 anys,4228
1998,01,08,45,30-39 anys,3405
1998,01,08,45,40-49 anys,2634
1998,01,08,45,50-59 anys,3324
1998,01,08,45,60-69 anys,3792
1998,01,08,45,>70 anys,2584
1998,01,08,46,0-9 anys,840
1998,01,08,46,10-19 anys,967
1998,01,08,46,20-29 anys,2046
1998,01,08,46,30-39 anys,2212
1998,01,08,46,40-49 anys,1172
1998,01,08,46,50-59 anys,1215
1998,01,08,46,60-69 anys,3137
1998,01,08,46,>70 anys,2855
1998,01,08,47,0-9 anys,193
1998,01,08,47,10-19 anys,267
1998,01,08,47,20-29 anys,373
1998,01,08,47,30-39 anys,343
1998,01,08,47,40-49 anys,228
1998,01,08,47,50-59 anys,213
1998,01,08,47,60-69 anys,349
1998,01,08,47,>70 anys,311
1998,01,08,48,0-9 anys,1029
1998,01,08,48,10-19 anys,1657
1998,01,08,48,20-29 anys,3027
1998,01,08,48,30-39 anys,2276
1998,01,08,48,40-49 anys,1975
1998,01,08,48,50-59 anys,2388
1998,01,08,48,60-69 anys,2527
1998,01,08,48,>70 anys,1866
1998,01,08,49,0-9 anys,629
1998,01,08,49,10-19 anys,1339
1998,01,08,49,20-29 anys,1574
1998,01,08,49,30-39 anys,1088
1998,01,08,49,40-49 anys,1457
1998,01,08,49,50-59 anys,1067
1998,01,08,49,60-69 anys,866
1998,01,08,49,>70 anys,552
1998,01,08,50,0-9 anys,1261
1998,01,08,50,10-19 anys,1921
1998,01,08,50,20-29 anys,2925
1998,01,08,50,30-39 anys,2199
1998,01,08,50,40-49 anys,1967
1998,01,08,50,50-59 anys,1969
1998,01,08,50,60-69 anys,1808
1998,01,08,50,>70 anys,1383
1998,01,08,51,0-9 anys,884
1998,01,08,51,10-19 anys,1286
1998,01,08,51,20-29 anys,2197
1998,01,08,51,30-39 anys,1771
1998,01,08,51,40-49 anys,1366
1998,01,08,51,50-59 anys,1667
1998,01,08,51,60-69 anys,1838
1998,01,08,51,>70 anys,1632
1998,01,08,52,0-9 anys,1847
1998,01,08,52,10-19 anys,2893
1998,01,08,52,20-29 anys,5126
1998,01,08,52,30-39 anys,3866
1998,01,08,52,40-49 anys,3282
1998,01,08,52,50-59 anys,4101
1998,01,08,52,60-69 anys,3770
1998,01,08,52,>70 anys,2507
1998,01,08,53,0-9 anys,506
1998,01,08,53,10-19 anys,706
1998,01,08,53,20-29 anys,1089
1998,01,08,53,30-39 anys,1071
1998,01,08,53,40-49 anys,844
1998,01,08,53,50-59 anys,621
1998,01,08,53,60-69 anys,1166
1998,01,08,53,>70 anys,1685
1998,01,08,54,0-9 anys,297
1998,01,08,54,10-19 anys,392
1998,01,08,54,20-29 anys,441
1998,01,08,54,30-39 anys,352
1998,01,08,54,40-49 anys,273
1998,01,08,54,50-59 anys,208
1998,01,08,54,60-69 anys,236
1998,01,08,54,>70 anys,144
1998,01,08,55,0-9 anys,791
1998,01,08,55,10-19 anys,1096
1998,01,08,55,20-29 anys,2087
1998,01,08,55,30-39 anys,1398
1998,01,08,55,40-49 anys,1118
1998,01,08,55,50-59 anys,1455
1998,01,08,55,60-69 anys,1115
1998,01,08,55,>70 anys,638
1998,01,08,56,0-9 anys,69
1998,01,08,56,10-19 anys,142
1998,01,08,56,20-29 anys,144
1998,01,08,56,30-39 anys,113
1998,01,08,56,40-49 anys,71
1998,01,08,56,50-59 anys,75
1998,01,08,56,60-69 anys,95
1998,01,08,56,>70 anys,30
1998,01,09,57,0-9 anys,687
1998,01,09,57,10-19 anys,946
1998,01,09,57,20-29 anys,1451
1998,01,09,57,30-39 anys,1138
1998,01,09,57,40-49 anys,981
1998,01,09,57,50-59 anys,997
1998,01,09,57,60-69 anys,884
1998,01,09,57,>70 anys,694
1998,01,09,58,0-9 anys,267
1998,01,09,58,10-19 anys,294
1998,01,09,58,20-29 anys,417
1998,01,09,58,30-39 anys,328
1998,01,09,58,40-49 anys,265
1998,01,09,58,50-59 anys,199
1998,01,09,58,60-69 anys,278
1998,01,09,58,>70 anys,265
1998,01,09,59,0-9 anys,816
1998,01,09,59,10-19 anys,1106
1998,01,09,59,20-29 anys,1748
1998,01,09,59,30-39 anys,1435
1998,01,09,59,40-49 anys,1159
1998,01,09,59,50-59 anys,1266
1998,01,09,59,60-69 anys,1417
1998,01,09,59,>70 anys,1036
1998,01,09,60,0-9 anys,4092
1998,01,09,60,10-19 anys,6231
1998,01,09,60,20-29 anys,7963
1998,01,09,60,30-39 anys,7709
1998,01,09,60,40-49 anys,8070
1998,01,09,60,50-59 anys,6265
1998,01,09,60,60-69 anys,5395
1998,01,09,60,>70 anys,5287
1998,01,09,61,0-9 anys,1967
1998,01,09,61,10-19 anys,3415
1998,01,09,61,20-29 anys,4383
1998,01,09,61,30-39 anys,3892
1998,01,09,61,40-49 anys,4523
1998,01,09,61,50-59 anys,3556
1998,01,09,61,60-69 anys,3132
1998,01,09,61,>70 anys,2533
1998,01,09,62,0-9 anys,844
1998,01,09,62,10-19 anys,1042
1998,01,09,62,20-29 anys,1858
1998,01,09,62,30-39 anys,2003
1998,01,09,62,40-49 anys,1451
1998,01,09,62,50-59 anys,1362
1998,01,09,62,60-69 anys,2246
1998,01,09,62,>70 anys,2722
1998,01,09,63,0-9 anys,1583
1998,01,09,63,10-19 anys,2139
1998,01,09,63,20-29 anys,3386
1998,01,09,63,30-39 anys,3099
1998,01,09,63,40-49 anys,2804
1998,01,09,63,50-59 anys,2772
1998,01,09,63,60-69 anys,2649
1998,01,09,63,>70 anys,2544
1998,01,10,64,0-9 anys,2508
1998,01,10,64,10-19 anys,3583
1998,01,10,64,20-29 anys,5488
1998,01,10,64,30-39 anys,5377
1998,01,10,64,40-49 anys,5256
1998,01,10,64,50-59 anys,4634
1998,01,10,64,60-69 anys,4391
1998,01,10,64,>70 anys,5155
1998,01,10,65,0-9 anys,2062
1998,01,10,65,10-19 anys,2682
1998,01,10,65,20-29 anys,3228
1998,01,10,65,30-39 anys,3978
1998,01,10,65,40-49 anys,3721
1998,01,10,65,50-59 anys,2438
1998,01,10,65,60-69 anys,2283
1998,01,10,65,>70 anys,2291
1998,01,10,66,0-9 anys,956
1998,01,10,66,10-19 anys,1361
1998,01,10,66,20-29 anys,1749
1998,01,10,66,30-39 anys,1893
1998,01,10,66,40-49 anys,1951
1998,01,10,66,50-59 anys,1421
1998,01,10,66,60-69 anys,1431
1998,01,10,66,>70 anys,1409
1998,01,10,67,0-9 anys,954
1998,01,10,67,10-19 anys,624
1998,01,10,67,20-29 anys,759
1998,01,10,67,30-39 anys,1528
1998,01,10,67,40-49 anys,1247
1998,01,10,67,50-59 anys,567
1998,01,10,67,60-69 anys,286
1998,01,10,67,>70 anys,212
1998,01,10,68,0-9 anys,1823
1998,01,10,68,10-19 anys,2189
1998,01,10,68,20-29 anys,3379
1998,01,10,68,30-39 anys,3745
1998,01,10,68,40-49 anys,2881
1998,01,10,68,50-59 anys,2472
1998,01,10,68,60-69 anys,3093
1998,01,10,68,>70 anys,3842
1998,01,10,69,0-9 anys,180
1998,01,10,69,10-19 anys,287
1998,01,10,69,20-29 anys,769
1998,01,10,69,30-39 anys,457
1998,01,10,69,40-49 anys,310
1998,01,10,69,50-59 anys,617
1998,01,10,69,60-69 anys,622
1998,01,10,69,>70 anys,449
1998,01,10,70,0-9 anys,1859
1998,01,10,70,10-19 anys,2475
1998,01,10,70,20-29 anys,3039
1998,01,10,70,30-39 anys,3462
1998,01,10,70,40-49 anys,2628
1998,01,10,70,50-59 anys,1891
1998,01,10,70,60-69 anys,3439
1998,01,10,70,>70 anys,2521
1998,01,10,71,0-9 anys,1733
1998,01,10,71,10-19 anys,1930
1998,01,10,71,20-29 anys,2311
1998,01,10,71,30-39 anys,3159
1998,01,10,71,40-49 anys,2355
1998,01,10,71,50-59 anys,1635
1998,01,10,71,60-69 anys,1914
1998,01,10,71,>70 anys,1687
1998,01,10,72,0-9 anys,1712
1998,01,10,72,10-19 anys,2635
1998,01,10,72,20-29 anys,4773
1998,01,10,72,30-39 anys,3831
1998,01,10,72,40-49 anys,3150
1998,01,10,72,50-59 anys,3773
1998,01,10,72,60-69 anys,3888
1998,01,10,72,>70 anys,3417
1998,01,10,73,0-9 anys,2288
1998,01,10,73,10-19 anys,3597
1998,01,10,73,20-29 anys,5673
1998,01,10,73,30-39 anys,4373
1998,01,10,73,40-49 anys,4006
1998,01,10,73,50-59 anys,4331
1998,01,10,73,60-69 anys,4080
1998,01,10,73,>70 anys,3171
1999,01,01,01,0-9 anys,2506
1999,01,01,01,10-19 anys,2680
1999,01,01,01,20-29 anys,4855
1999,01,01,01,30-39 anys,5368
1999,01,01,01,40-49 anys,4184
1999,01,01,01,50-59 anys,3861
1999,01,01,01,60-69 anys,4691
1999,01,01,01,>70 anys,6796
1999,01,01,02,0-9 anys,866
1999,01,01,02,10-19 anys,966
1999,01,01,02,20-29 anys,1896
1999,01,01,02,30-39 anys,2430
1999,01,01,02,40-49 anys,1778
1999,01,01,02,50-59 anys,1625
1999,01,01,02,60-69 anys,1935
1999,01,01,02,>70 anys,2793
1999,01,01,03,0-9 anys,1041
1999,01,01,03,10-19 anys,1176
1999,01,01,03,20-29 anys,2122
1999,01,01,03,30-39 anys,2209
1999,01,01,03,40-49 anys,1563
1999,01,01,03,50-59 anys,1689
1999,01,01,03,60-69 anys,2057
1999,01,01,03,>70 anys,2846
1999,01,01,04,0-9 anys,1249
1999,01,01,04,10-19 anys,1411
1999,01,01,04,20-29 anys,2776
1999,01,01,04,30-39 anys,3128
1999,01,01,04,40-49 anys,2386
1999,01,01,04,50-59 anys,2202
1999,01,01,04,60-69 anys,2500
1999,01,01,04,>70 anys,3849
1999,01,02,05,0-9 anys,2015
1999,01,02,05,10-19 anys,2588
1999,01,02,05,20-29 anys,4086
1999,01,02,05,30-39 anys,4076
1999,01,02,05,40-49 anys,3960
1999,01,02,05,50-59 anys,3547
1999,01,02,05,60-69 anys,3304
1999,01,02,05,>70 anys,4317
1999,01,02,06,0-9 anys,3512
1999,01,02,06,10-19 anys,4217
1999,01,02,06,20-29 anys,6511
1999,01,02,06,30-39 anys,7489
1999,01,02,06,40-49 anys,6570
1999,01,02,06,50-59 anys,5689
1999,01,02,06,60-69 anys,5847
1999,01,02,06,>70 anys,8488
1999,01,02,07,0-9 anys,2807
1999,01,02,07,10-19 anys,3121
1999,01,02,07,20-29 anys,5010
1999,01,02,07,30-39 anys,5663
1999,01,02,07,40-49 anys,5292
1999,01,02,07,50-59 anys,4669
1999,01,02,07,60-69 anys,4480
1999,01,02,07,>70 anys,7905
1999,01,02,08,0-9 anys,2786
1999,01,02,08,10-19 anys,2965
1999,01,02,08,20-29 anys,5137
1999,01,02,08,30-39 anys,5774
1999,01,02,08,40-49 anys,4971
1999,01,02,08,50-59 anys,4611
1999,01,02,08,60-69 anys,4853
1999,01,02,08,>70 anys,7875
1999,01,02,09,0-9 anys,3915
1999,01,02,09,10-19 anys,5168
1999,01,02,09,20-29 anys,7753
1999,01,02,09,30-39 anys,7621
1999,01,02,09,40-49 anys,7931
1999,01,02,09,50-59 anys,6946
1999,01,02,09,60-69 anys,6398
1999,01,02,09,>70 anys,8570
1999,01,02,10,0-9 anys,2231
1999,01,02,10,10-19 anys,2785
1999,01,02,10,20-29 anys,4906
1999,01,02,10,30-39 anys,5097
1999,01,02,10,40-49 anys,4588
1999,01,02,10,50-59 anys,4403
1999,01,02,10,60-69 anys,4810
1999,01,02,10,>70 anys,6916
1999,01,03,11,0-9 anys,2363
1999,01,03,11,10-19 anys,2855
1999,01,03,11,20-29 anys,4833
1999,01,03,11,30-39 anys,5096
1999,01,03,11,40-49 anys,4126
1999,01,03,11,50-59 anys,3943
1999,01,03,11,60-69 anys,4627
1999,01,03,11,>70 anys,5998
1999,01,03,12,0-9 anys,243
1999,01,03,12,10-19 anys,290
1999,01,03,12,20-29 anys,306
1999,01,03,12,30-39 anys,275
1999,01,03,12,40-49 anys,176
1999,01,03,12,50-59 anys,137
1999,01,03,12,60-69 anys,195
1999,01,03,12,>70 anys,215
1999,01,03,13,0-9 anys,2556
1999,01,03,13,10-19 anys,2978
1999,01,03,13,20-29 anys,4255
1999,01,03,13,30-39 anys,4776
1999,01,03,13,40-49 anys,3518
1999,01,03,13,50-59 anys,3055
1999,01,03,13,60-69 anys,3297
1999,01,03,13,>70 anys,2273
1999,01,03,14,0-9 anys,690
1999,01,03,14,10-19 anys,935
1999,01,03,14,20-29 anys,1391
1999,01,03,14,30-39 anys,1405
1999,01,03,14,40-49 anys,1395
1999,01,03,14,50-59 anys,1189
1999,01,03,14,60-69 anys,1065
1999,01,03,14,>70 anys,1112
1999,01,03,15,0-9 anys,1016
1999,01,03,15,10-19 anys,1450
1999,01,03,15,20-29 anys,1948
1999,01,03,15,30-39 anys,2064
1999,01,03,15,40-49 anys,2211
1999,01,03,15,50-59 anys,1775
1999,01,03,15,60-69 anys,1698
1999,01,03,15,>70 anys,2292
1999,01,03,16,0-9 anys,1389
1999,01,03,16,10-19 anys,1952
1999,01,03,16,20-29 anys,2482
1999,01,03,16,30-39 anys,2803
1999,01,03,16,40-49 anys,2691
1999,01,03,16,50-59 anys,2091
1999,01,03,16,60-69 anys,1942
1999,01,03,16,>70 anys,1903
1999,01,03,17,0-9 anys,1696
1999,01,03,17,10-19 anys,2519
1999,01,03,17,20-29 anys,3446
1999,01,03,17,30-39 anys,3484
1999,01,03,17,40-49 anys,3572
1999,01,03,17,50-59 anys,2978
1999,01,03,17,60-69 anys,2734
1999,01,03,17,>70 anys,2905
1999,01,03,18,0-9 anys,2569
1999,01,03,18,10-19 anys,3336
1999,01,03,18,20-29 anys,5310
1999,01,03,18,30-39 anys,5660
1999,01,03,18,40-49 anys,4987
1999,01,03,18,50-59 anys,4574
1999,01,03,18,60-69 anys,4896
1999,01,03,18,>70 anys,6210
1999,01,04,19,0-9 anys,3731
1999,01,04,19,10-19 anys,4771
1999,01,04,19,20-29 anys,7169
1999,01,04,19,30-39 anys,6319
1999,01,04,19,40-49 anys,6907
1999,01,04,19,50-59 anys,6479
1999,01,04,19,60-69 anys,5048
1999,01,04,19,>70 anys,5203
1999,01,04,20,0-9 anys,1814
1999,01,04,20,10-19 anys,2785
1999,01,04,20,20-29 anys,3978
1999,01,04,20,30-39 anys,3119
1999,01,04,20,40-49 anys,3680
1999,01,04,20,50-59 anys,3570
1999,01,04,20,60-69 anys,2663
1999,01,04,20,>70 anys,2497
1999,01,04,21,0-9 anys,849
1999,01,04,21,10-19 anys,1257
1999,01,04,21,20-29 anys,1990
1999,01,04,21,30-39 anys,1272
1999,01,04,21,40-49 anys,1439
1999,01,04,21,50-59 anys,1586
1999,01,04,21,60-69 anys,1343
1999,01,04,21,>70 anys,1266
1999,01,05,22,0-9 anys,407
1999,01,05,22,10-19 anys,330
1999,01,05,22,20-29 anys,405
1999,01,05,22,30-39 anys,558
1999,01,05,22,40-49 anys,480
1999,01,05,22,50-59 anys,353
1999,01,05,22,60-69 anys,256
1999,01,05,22,>70 anys,209
1999,01,05,23,0-9 anys,2083
1999,01,05,23,10-19 anys,2027
1999,01,05,23,20-29 anys,3105
1999,01,05,23,30-39 anys,3078
1999,01,05,23,40-49 anys,2766
1999,01,05,23,50-59 anys,2533
1999,01,05,23,60-69 anys,2339
1999,01,05,23,>70 anys,3065
1999,01,05,24,0-9 anys,1361
1999,01,05,24,10-19 anys,1322
1999,01,05,24,20-29 anys,2384
1999,01,05,24,30-39 anys,1772
1999,01,05,24,40-49 anys,1714
1999,01,05,24,50-59 anys,1857
1999,01,05,24,60-69 anys,1566
1999,01,05,24,>70 anys,1340
1999,01,05,25,0-9 anys,1957
1999,01,05,25,10-19 anys,2082
1999,01,05,25,20-29 anys,3324
1999,01,05,25,30-39 anys,3069
1999,01,05,25,40-49 anys,2666
1999,01,05,25,50-59 anys,2783
1999,01,05,25,60-69 anys,2578
1999,01,05,25,>70 anys,3374
1999,01,05,26,0-9 anys,3764
1999,01,05,26,10-19 anys,3791
1999,01,05,26,20-29 anys,6590
1999,01,05,26,30-39 anys,6176
1999,01,05,26,40-49 anys,5220
1999,01,05,26,50-59 anys,5535
1999,01,05,26,60-69 anys,5399
1999,01,05,26,>70 anys,7065
1999,01,05,27,0-9 anys,2374
1999,01,05,27,10-19 anys,2525
1999,01,05,27,20-29 anys,3981
1999,01,05,27,30-39 anys,4018
1999,01,05,27,40-49 anys,3779
1999,01,05,27,50-59 anys,3462
1999,01,05,27,60-69 anys,2749
1999,01,05,27,>70 anys,3667
1999,01,06,28,0-9 anys,1005
1999,01,06,28,10-19 anys,1258
1999,01,06,28,20-29 anys,2207
1999,01,06,28,30-39 anys,1964
1999,01,06,28,40-49 anys,1886
1999,01,06,28,50-59 anys,1902
1999,01,06,28,60-69 anys,1760
1999,01,06,28,>70 anys,1958
1999,01,06,29,0-9 anys,512
1999,01,06,29,10-19 anys,633
1999,01,06,29,20-29 anys,1087
1999,01,06,29,30-39 anys,1020
1999,01,06,29,40-49 anys,903
1999,01,06,29,50-59 anys,916
1999,01,06,29,60-69 anys,816
1999,01,06,29,>70 anys,683
1999,01,06,30,0-9 anys,883
1999,01,06,30,10-19 anys,1350
1999,01,06,30,20-29 anys,2128
1999,01,06,30,30-39 anys,1662
1999,01,06,30,40-49 anys,1899
1999,01,06,30,50-59 anys,1862
1999,01,06,30,60-69 anys,1494
1999,01,06,30,>70 anys,1526
1999,01,06,31,0-9 anys,3025
1999,01,06,31,10-19 anys,3492
1999,01,06,31,20-29 anys,6120
1999,01,06,31,30-39 anys,7156
1999,01,06,31,40-49 anys,5983
1999,01,06,31,50-59 anys,5143
1999,01,06,31,60-69 anys,5792
1999,01,06,31,>70 anys,9536
1999,01,06,32,0-9 anys,2543
1999,01,06,32,10-19 anys,2997
1999,01,06,32,20-29 anys,4805
1999,01,06,32,30-39 anys,4898
1999,01,06,32,40-49 anys,4872
1999,01,06,32,50-59 anys,4391
1999,01,06,32,60-69 anys,3855
1999,01,06,32,>70 anys,5101
1999,01,07,33,0-9 anys,1792
1999,01,07,33,10-19 anys,2156
1999,01,07,33,20-29 anys,3577
1999,01,07,33,30-39 anys,3694
1999,01,07,33,40-49 anys,3384
1999,01,07,33,50-59 anys,3098
1999,01,07,33,60-69 anys,3213
1999,01,07,33,>70 anys,3587
1999,01,07,34,0-9 anys,622
1999,01,07,34,10-19 anys,893
1999,01,07,34,20-29 anys,1369
1999,01,07,34,30-39 anys,1344
1999,01,07,34,40-49 anys,1138
1999,01,07,34,50-59 anys,1130
1999,01,07,34,60-69 anys,1108
1999,01,07,34,>70 anys,1187
1999,01,07,35,0-9 anys,2418
1999,01,07,35,10-19 anys,3001
1999,01,07,35,20-29 anys,5189
1999,01,07,35,30-39 anys,5058
1999,01,07,35,40-49 anys,4396
1999,01,07,35,50-59 anys,4470
1999,01,07,35,60-69 anys,4518
1999,01,07,35,>70 anys,4891
1999,01,07,36,0-9 anys,743
1999,01,07,36,10-19 anys,1056
1999,01,07,36,20-29 anys,1775
1999,01,07,36,30-39 anys,1317
1999,01,07,36,40-49 anys,1426
1999,01,07,36,50-59 anys,1447
1999,01,07,36,60-69 anys,1024
1999,01,07,36,>70 anys,895
1999,01,07,37,0-9 anys,2436
1999,01,07,37,10-19 anys,3442
1999,01,07,37,20-29 anys,6336
1999,01,07,37,30-39 anys,4803
1999,01,07,37,40-49 anys,3924
1999,01,07,37,50-59 anys,4774
1999,01,07,37,60-69 anys,4146
1999,01,07,37,>70 anys,2965
1999,01,07,38,0-9 anys,792
1999,01,07,38,10-19 anys,1167
1999,01,07,38,20-29 anys,2079
1999,01,07,38,30-39 anys,1630
1999,01,07,38,40-49 anys,1409
1999,01,07,38,50-59 anys,1575
1999,01,07,38,60-69 anys,1444
1999,01,07,38,>70 anys,1063
1999,01,07,39,0-9 anys,488
1999,01,07,39,10-19 anys,620
1999,01,07,39,20-29 anys,1170
1999,01,07,39,30-39 anys,1005
1999,01,07,39,40-49 anys,748
1999,01,07,39,50-59 anys,897
1999,01,07,39,60-69 anys,1293
1999,01,07,39,>70 anys,768
1999,01,07,40,0-9 anys,260
1999,01,07,40,10-19 anys,168
